RegionName,StateName,City,Metro,CountyName,HomeValue,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
74868,OK,Seminole,,Seminole County,70947.0,74868,13133.0,38.1,40717.0,21007.0,2406.0,18.32026193558212
16901,PA,Delmar Township,,Tioga County,181182.0,16901,10245.0,47.7,56448.0,28559.0,833.0,8.13079551000488
22960,VA,Orange,,Orange County,218770.0,22960,10079.0,39.7,56317.0,26089.0,980.0,9.723186824089689
31082,GA,Sandersville,,Washington County,97413.0,31082,9728.0,42.8,37140.0,22602.0,2062.0,21.19654605263158
26452,WV,Weston,,Lewis County,73895.0,26452,8945.0,44.2,36274.0,22549.0,2040.0,22.806036892118502
79756,TX,Monahans,,Ward County,135512.0,79756,9565.0,35.4,66667.0,27089.0,1202.0,12.566649242028227
65233,MO,Boonville,,Cooper County,147093.0,65233,12070.0,38.7,53011.0,24213.0,1205.0,9.983429991714996
38462,TN,Hohenwald,,Lewis County,117767.0,38462,10281.0,43.2,37692.0,22013.0,1983.0,19.288007003209806
30525,GA,Clayton,,Rabun County,212084.0,30525,7730.0,48.4,40140.0,28867.0,1359.0,17.58085381630013
72560,AR,Mountain View,,Stone County,130740.0,72560,9075.0,51.3,38044.0,21349.0,2024.0,22.303030303030305
76645,TX,Hillsboro,,Hill County,93064.0,76645,10568.0,37.2,48095.0,22506.0,1236.0,11.695685087055262
35653,AL,Russellville,,Franklin County,92413.0,35653,10615.0,36.5,43547.0,21025.0,2011.0,18.94488930758361
59711,MT,Anaconda,,Deer Lodge County,151268.0,59711,8839.0,49.2,42477.0,28213.0,1714.0,19.391333861296527
82633,WY,Douglas,,Converse County,252190.0,82633,9858.0,40.5,70526.0,33828.0,1015.0,10.29620612700345
42602,KY,Albany,,Clinton County,82988.0,42602,10139.0,42.0,32039.0,21107.0,2419.0,23.858368675411768
32680,FL,Old Town,,Dixie County,111120.0,32680,10139.0,51.3,38496.0,23265.0,2438.0,24.045763882039648
61462,IL,Monmouth,,Warren County,85729.0,61462,11435.0,37.3,47974.0,23788.0,1529.0,13.371228683865324
72616,AR,Berryville,,Carroll County,131674.0,72616,11201.0,36.7,49245.0,26519.0,1544.0,13.784483528256404
69301,NE,Alliance,,Box Butte County,103035.0,69301,9504.0,39.1,52038.0,27808.0,1309.0,13.773148148148149
35555,AL,Fayette,,Fayette County,81553.0,35555,9537.0,43.9,40012.0,24041.0,1852.0,19.419104540211805
65049,MO,Village of Four Seasons,,Camden County,279630.0,65049,7172.0,49.3,60840.0,33715.0,1204.0,16.787506971556052
84066,UT,Roosevelt,,Duchesne County,247206.0,84066,12351.0,30.0,65706.0,24663.0,1564.0,12.66294227188082
4730,ME,Houlton,,Aroostook County,100658.0,4730,9720.0,44.3,39665.0,24128.0,1918.0,19.732510288065843
78639,TX,Kingsland,,Llano County,309449.0,78639,8792.0,54.2,48787.0,32687.0,859.0,9.77024567788899
76667,TX,Mexia,,Limestone County,82349.0,76667,11098.0,38.5,44241.0,21477.0,2363.0,21.292124707154446
22443,VA,Colonial Beach,,Westmoreland County,220543.0,22443,8872.0,45.4,54018.0,31220.0,1257.0,14.168169522091976
62454,IL,Robinson,,Crawford County,92145.0,62454,11166.0,39.1,50291.0,25399.0,914.0,8.185563317212967
63935,MO,Doniphan,,Ripley County,111324.0,63935,9617.0,45.4,34362.0,18776.0,2181.0,22.678589996880522
54615,WI,Black River Falls,,Jackson County,149372.0,54615,10532.0,41.7,48549.0,25337.0,1294.0,12.28636536270414
82240,WY,Torrington,,Goshen County,174650.0,82240,10563.0,43.5,54944.0,28779.0,1169.0,11.066931742876077
42539,KY,Liberty,,Casey County,94827.0,42539,9182.0,43.1,35883.0,18891.0,1853.0,20.18078849923764
77954,TX,Cuero,,De Witt County,146953.0,77954,11478.0,41.4,59056.0,26648.0,1486.0,12.946506359993029
36467,AL,Opp,,Covington County,83153.0,36467,9810.0,45.0,38795.0,23176.0,1844.0,18.797145769622837
74426,OK,Checotah,,McIntosh County,83750.0,74426,9369.0,45.4,39038.0,22569.0,1987.0,21.208239940228413
32348,FL,Perry,,Taylor County,115055.0,32348,12935.0,39.3,36425.0,14306.0,1975.0,15.268650947042909
46173,IN,Rushville,,Rush County,120136.0,46173,9905.0,42.1,51250.0,25970.0,1520.0,15.345784957092375
30427,GA,Glennville,,Tattnall County,127143.0,30427,12571.0,35.4,49283.0,21916.0,2037.0,16.203961498687455
4736,ME,Caribou,,Aroostook County,109012.0,4736,9120.0,48.0,43390.0,27109.0,1484.0,16.271929824561404
50616,IA,Charles City,,Floyd County,102630.0,50616,10214.0,41.5,46430.0,27257.0,1966.0,19.248090855688268
